Ano,Região,Concelho,Freguesia,"Eleitores Registrados","Votos Nulos","Votos em Branco","Votos Válidos",Abstenção,PPD/PSD.CDS-PP.PPM,PS,CH,B.E.,IL,ADN,L,PAN,PCP-PEV,VP,E,JPP,R.I.R.,ND,PCTP/MRPP,MPT.A,NC,PTP,PPD/PSD.CDS-PP,PPM
2024,Açores,"Angra do Heroísmo",Altares,848,3,13,461,387,199,158,56,10,9,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo","Angra (Nossa Senhora da Conceição)",3720,19,31,1720,2000,599,624,196,85,47,13,33,36,29,2,1,0,5,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo","Angra (Santa Luzia)",2285,14,33,1210,1075,438,447,136,28,46,5,22,21,18,0,0,2,0,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo","Angra (São Pedro)",3313,10,35,1887,1426,862,577,162,80,70,8,39,22,20,1,0,1,0,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo","Angra (Sé)",1100,9,7,615,485,302,153,66,16,18,5,15,12,10,1,0,1,0,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo","Cinco Ribeiras",640,2,10,395,245,197,95,48,12,14,3,7,3,3,1,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo","Doze Ribeiras",441,2,10,273,168,108,88,37,9,3,3,7,4,0,1,0,1,0,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo",Feteira,1256,11,12,729,527,337,202,78,24,24,10,14,8,3,2,1,3,0,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo","Porto Judeu",2352,11,33,1089,1263,452,369,130,34,22,8,12,6,10,1,0,0,1,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo","Posto Santo",954,3,19,519,435,223,179,52,15,9,5,8,2,2,1,0,1,0,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo",Raminho,492,0,11,265,227,114,97,23,8,7,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo",Ribeirinha,2447,15,26,1384,1063,655,444,145,23,29,9,18,13,3,1,0,2,1,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo","Santa Bárbara",1249,6,17,646,603,282,199,92,8,22,5,4,3,8,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo","São Bartolomeu de Regatos",1800,13,27,954,846,400,273,124,30,34,7,22,10,9,2,1,2,0,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo","São Bento",1798,8,25,1002,796,386,389,108,28,20,12,11,8,6,0,0,1,0,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo","São Mateus da Calheta",3628,20,32,1740,1888,687,570,217,73,45,13,23,24,30,2,0,2,2,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo",Serreta,344,0,6,165,179,65,58,24,4,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo","Terra Chã",2652,10,49,1292,1360,454,459,176,44,45,6,23,13,9,2,0,1,1,0,0,0,0,0,0,0
2024,Açores,"Angra do Heroísmo","Vila de São Sebastião",2127,5,18,983,1144,445,300,124,21,37,10,6,7,8,0,1,1,0,0,0,0,0,0,0,0
2024,Açores,Calheta,Calheta,1343,8,24,627,716,280,192,59,15,12,8,7,7,11,1,0,2,1,0,0,0,0,0,0,0
2024,Açores,Calheta,"Norte Pequeno",196,0,2,110,86,66,21,14,2,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0
2024,Açores,Calheta,"Ribeira Seca",995,4,11,448,547,261,92,40,7,10,7,6,2,4,2,0,1,1,0,0,0,0,0,0,0
2024,Açores,Calheta,"Santo Antão",711,2,11,285,426,167,60,18,4,4,8,3,0,5,1,0,2,0,0,0,0,0,0,0,0
2024,Açores,Calheta,"Topo (Nossa Senhora do Rosário)",478,2,5,230,248,109,67,27,3,4,4,2,3,2,0,1,0,1,0,0,0,0,0,0,0
2024,Açores,Corvo,Corvo,355,2,5,266,89,111,108,21,9,2,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,Horta,Capelo,488,3,10,262,226,92,97,27,8,4,1,4,5,11,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,Horta,"Castelo Branco",1141,6,20,562,579,248,169,75,16,7,2,7,4,4,0,0,2,2,0,0,0,0,0,0,0
2024,Açores,Horta,Cedros,735,5,13,429,306,257,80,33,12,3,6,2,5,12,0,1,0,0,0,0,0,0,0,0,0
2024,Açores,Horta,Feteira,1592,9,31,762,830,291,250,89,22,23,5,16,9,13,0,1,0,3,0,0,0,0,0,0,0
2024,Açores,Horta,Flamengos,1407,3,28,739,668,305,217,103,26,17,7,4,10,18,0,0,1,0,0,0,0,0,0,0,0
2024,Açores,Horta,"Horta (Angústias)",2083,10,25,1108,975,429,354,93,61,32,4,33,22,40,0,1,2,2,0,0,0,0,0,0,0
2024,Açores,Horta,"Horta (Conceição)",1034,4,19,565,469,234,176,51,22,11,6,19,13,8,0,0,2,0,0,0,0,0,0,0,0
2024,Açores,Horta,"Horta (Matriz)",2222,5,31,1224,998,497,366,94,67,38,11,52,14,46,2,0,0,1,0,0,0,0,0,0,0
2024,Açores,Horta,"Pedro Miguel",618,1,11,330,288,164,80,38,10,9,2,4,1,8,0,0,2,0,0,0,0,0,0,0,0
2024,Açores,Horta,"Praia do Almoxarife",744,2,14,453,291,178,145,56,23,7,2,13,3,10,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,Horta,"Praia do Norte",218,0,9,149,69,84,29,13,5,1,2,1,0,4,0,0,1,0,0,0,0,0,0,0,0
2024,Açores,Horta,Ribeirinha,377,2,5,196,181,95,40,33,8,5,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0
2024,Açores,Horta,Salão,352,0,9,195,157,124,23,17,10,3,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,Lagoa,"Água de Pau",2768,16,7,911,1857,291,312,224,11,12,5,13,16,2,0,0,1,1,0,0,0,0,0,0,0
2024,Açores,Lagoa,Cabouco,1750,6,10,833,917,272,267,183,25,13,7,13,22,2,3,1,7,2,0,0,0,0,0,0,0
2024,Açores,Lagoa,"Lagoa (Nossa Senhora do Rosário)",4876,24,44,2325,2551,813,704,399,89,87,14,50,51,17,4,0,27,2,0,0,0,0,0,0,0
2024,Açores,Lagoa,"Lagoa (Santa Cruz)",3229,12,20,1310,1919,385,427,309,35,37,8,18,32,6,1,2,16,2,0,0,0,0,0,0,0
2024,Açores,Lagoa,"Ribeira Chã",375,1,5,164,211,48,59,41,2,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Lajes das Flores","Fajã Grande",193,0,3,111,82,42,45,17,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2024,Açores,"Lajes das Flores",Fajãzinha,69,0,4,48,21,11,22,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Lajes das Flores",Fazenda,222,0,4,136,86,47,43,20,8,2,2,4,1,5,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Lajes das Flores",Lajedo,81,0,1,45,36,20,15,2,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Lajes das Flores","Lajes das Flores",493,2,7,271,222,93,97,31,14,8,6,3,5,3,0,0,0,2,0,0,0,0,0,0,0
2024,Açores,"Lajes das Flores",Lomba,161,0,5,108,53,38,28,16,7,2,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Lajes das Flores",Mosteiro,26,2,0,11,15,2,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Lajes do Pico","Calheta de Nesquim",343,2,11,158,185,62,57,14,6,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Lajes do Pico","Lajes do Pico",1618,3,52,857,761,301,324,109,21,13,4,14,3,11,0,1,0,1,0,0,0,0,0,0,0
2024,Açores,"Lajes do Pico",Piedade,801,0,11,380,421,201,124,24,4,5,2,3,2,4,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Lajes do Pico",Ribeiras,861,8,15,446,415,195,143,40,11,4,6,7,2,13,0,0,0,2,0,0,0,0,0,0,0
2024,Açores,"Lajes do Pico",Ribeirinha,408,2,13,221,187,93,97,4,2,0,4,1,1,3,0,0,0,1,0,0,0,0,0,0,0
2024,Açores,"Lajes do Pico","São João",452,2,5,239,213,108,75,26,9,3,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,Madalena,Bandeiras,667,1,8,306,361,129,86,53,13,5,2,1,5,2,0,1,0,0,0,0,0,0,0,0,0
2024,Açores,Madalena,Candelária,792,2,20,418,374,158,144,43,13,13,5,5,6,4,1,2,1,1,0,0,0,0,0,0,0
2024,Açores,Madalena,"Criação Velha",785,4,20,378,407,187,89,43,9,6,4,6,2,7,0,0,1,0,0,0,0,0,0,0,0
2024,Açores,Madalena,Madalena,2637,12,51,1232,1405,568,327,142,35,36,6,15,17,18,1,0,3,1,0,0,0,0,0,0,0
2024,Açores,Madalena,"São Caetano",499,1,4,230,269,133,60,20,5,1,1,0,2,2,0,0,0,1,0,0,0,0,0,0,0
2024,Açores,Madalena,"São Mateus",652,10,13,355,297,152,129,28,9,1,4,1,5,1,0,0,2,0,0,0,0,0,0,0,0
2024,Açores,Nordeste,Achada,458,3,10,226,232,92,82,21,5,1,1,0,5,5,0,0,0,1,0,0,0,0,0,0,0
2024,Açores,Nordeste,Achadinha,502,6,5,234,268,81,85,48,3,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0
2024,Açores,Nordeste,Algarvia,250,4,6,128,122,56,34,18,0,1,2,4,2,0,0,1,0,0,0,0,0,0,0,0,0
2024,Açores,Nordeste,"Lomba da Fazenda",876,8,8,401,475,186,114,47,11,7,3,5,5,4,0,1,0,2,0,0,0,0,0,0,0
2024,Açores,Nordeste,Nordeste,1188,11,23,628,560,271,173,85,17,15,7,15,8,0,1,0,1,1,0,0,0,0,0,0,0
2024,Açores,Nordeste,Salga,510,2,11,224,286,78,81,44,3,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
2024,Açores,Nordeste,Santana,430,2,6,236,194,91,83,34,5,7,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0
2024,Açores,Nordeste,"Santo António de Nordestinho",306,0,1,159,147,86,47,15,4,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,Nordeste,"São Pedro de Nordestinho",291,3,8,137,154,57,55,10,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada","Ajuda da Bretanha",679,4,5,253,426,84,53,89,6,3,0,3,2,2,1,1,0,0,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada",Arrifes,6897,19,53,2535,4362,853,671,664,83,72,19,39,35,20,2,0,3,2,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada",Candelária,930,7,9,334,596,123,75,92,10,6,3,5,3,0,0,0,1,0,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada",Capelas,3788,25,26,1666,2122,575,467,379,51,48,10,23,37,17,1,2,4,1,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada",Covoada,1149,6,8,456,693,151,118,124,11,13,7,4,8,5,1,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada","Fajã de Baixo",4717,19,50,2445,2272,982,635,373,108,90,20,68,56,29,6,0,6,3,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada","Fajã de Cima",3013,9,20,1225,1788,438,337,231,53,42,9,25,40,11,3,0,6,1,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada","Fenais da Luz",2026,13,14,890,1136,324,186,235,22,34,8,16,21,7,3,0,6,1,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada",Feteiras,1448,5,11,461,987,124,140,141,15,10,1,4,8,1,0,0,1,0,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada",Ginetes,1108,8,8,433,675,143,129,92,19,11,4,4,5,7,0,0,2,1,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada",Mosteiros,1047,5,2,367,680,174,83,63,12,6,7,4,4,5,1,0,1,0,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada","Pilar da Bretanha",592,0,5,248,344,89,53,79,8,2,2,2,4,2,0,0,0,2,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada","Ponta Delgada (São José)",5802,32,53,2872,2930,1269,729,323,131,134,18,75,64,29,6,2,5,2,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada","Ponta Delgada (São Pedro)",7553,35,65,3809,3744,1589,998,453,205,157,24,115,92,48,10,4,11,3,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada","Ponta Delgada (São Sebastião)",4274,19,25,2258,2016,1034,494,271,100,100,13,88,71,28,2,2,8,3,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada",Relva,2721,11,30,1327,1394,528,298,258,63,48,10,36,28,14,0,1,1,1,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada",Remédios,791,7,10,351,440,103,98,100,11,3,4,7,3,1,3,0,0,1,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada","Rosto do Cão (Livramento)",4237,17,37,2031,2206,833,468,366,98,80,13,51,41,17,3,2,4,1,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada","Rosto do Cão (São Roque)",4391,26,28,1753,2638,591,477,352,73,83,9,40,41,24,1,1,5,2,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada","Santa Bárbara",754,4,8,359,395,83,124,97,8,8,1,5,13,4,0,1,2,1,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada","Santa Clara",2878,11,19,1340,1538,530,377,183,69,43,10,34,35,25,1,0,3,0,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada","Santo António",1603,7,15,698,905,273,183,153,14,14,9,9,14,5,0,0,0,2,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada","São Vicente Ferreira",2337,15,27,1205,1132,489,234,274,47,44,18,19,19,12,2,2,1,2,0,0,0,0,0,0,0
2024,Açores,"Ponta Delgada","Sete Cidades",647,0,3,256,391,76,113,47,4,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,Povoação,"Água Retorta",430,7,7,209,221,70,85,31,0,1,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0
2024,Açores,Povoação,"Faial da Terra",400,2,6,162,238,48,65,33,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,Povoação,Furnas,1486,6,13,663,823,200,180,170,33,14,1,18,19,3,0,2,1,3,0,0,0,0,0,0,0
2024,Açores,Povoação,"Nossa Senhora dos Remédios",1142,5,16,510,632,226,149,93,10,5,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0
2024,Açores,Povoação,Povoação,2017,12,27,896,1121,345,293,156,19,15,4,14,7,2,1,1,0,0,0,0,0,0,0,0,0
2024,Açores,Povoação,"Ribeira Quente",799,5,6,318,481,95,121,51,21,3,3,2,6,1,2,0,2,0,0,0,0,0,0,0,0
2024,Açores,"Ribeira Grande",Calhetas,809,5,16,365,444,142,64,94,13,12,3,5,5,3,1,1,1,0,0,0,0,0,0,0,0
2024,Açores,"Ribeira Grande","Fenais da Ajuda",931,7,9,344,587,145,60,99,5,2,3,4,3,5,0,0,1,1,0,0,0,0,0,0,0
2024,Açores,"Ribeira Grande","Lomba da Maia",1053,4,13,440,613,183,111,75,24,10,7,5,1,7,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Ribeira Grande","Lomba de São Pedro",317,3,7,121,196,36,47,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Ribeira Grande",Maia,1715,14,17,769,946,250,253,166,25,15,3,7,9,5,0,2,2,1,0,0,0,0,0,0,0
2024,Açores,"Ribeira Grande","Pico da Pedra",2836,13,31,1442,1394,531,325,301,93,59,6,28,39,9,2,0,3,2,0,0,0,0,0,0,0
2024,Açores,"Ribeira Grande","Porto Formoso",1078,9,13,442,636,160,131,101,5,8,2,7,5,0,0,0,1,0,0,0,0,0,0,0,0
2024,Açores,"Ribeira Grande","Rabo de Peixe",7679,22,33,1946,5733,746,426,497,89,40,16,24,26,17,4,1,2,3,0,0,0,0,0,0,0
2024,Açores,"Ribeira Grande","Ribeira Grande (Conceição)",2363,3,23,1189,1174,403,366,228,52,37,5,28,29,9,1,1,3,1,0,0,0,0,0,0,0
2024,Açores,"Ribeira Grande","Ribeira Grande (Matriz)",3489,32,22,1331,2158,467,370,260,53,40,6,21,38,18,1,1,1,1,0,0,0,0,0,0,0
2024,Açores,"Ribeira Grande","Ribeira Seca",2612,15,12,1101,1511,461,271,218,40,23,6,16,25,11,1,0,2,0,0,0,0,0,0,0,0
2024,Açores,"Ribeira Grande",Ribeirinha,2300,9,17,801,1499,294,191,200,24,14,8,9,20,11,0,2,1,1,0,0,0,0,0,0,0
2024,Açores,"Ribeira Grande","Santa Bárbara",1170,11,20,559,611,171,177,123,8,11,6,2,13,10,2,1,3,1,0,0,0,0,0,0,0
2024,Açores,"Ribeira Grande","São Brás",579,3,11,291,288,150,57,49,5,6,3,1,3,0,2,0,0,1,0,0,0,0,0,0,0
2024,Açores,"Santa Cruz da Graciosa",Guadalupe,959,4,20,473,486,258,130,41,6,2,4,2,3,2,0,0,1,0,0,0,0,0,0,0,0
2024,Açores,"Santa Cruz da Graciosa",Luz,644,1,11,316,328,111,137,43,2,4,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Santa Cruz da Graciosa","Santa Cruz da Graciosa",1579,8,33,835,744,358,297,70,21,15,5,12,9,4,0,0,0,3,0,0,0,0,0,0,0
2024,Açores,"Santa Cruz da Graciosa","São Mateus",688,6,10,368,320,150,165,26,4,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2024,Açores,"Santa Cruz das Flores",Caveira,68,1,1,42,26,6,25,3,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Santa Cruz das Flores",Cedros,110,1,2,60,50,13,23,14,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0
2024,Açores,"Santa Cruz das Flores","Ponta Delgada",299,0,5,134,165,60,43,14,1,0,1,2,2,4,0,1,0,1,0,0,0,0,0,0,0
2024,Açores,"Santa Cruz das Flores","Santa Cruz das Flores",1360,6,14,722,638,222,281,111,22,17,7,8,5,22,1,0,3,3,0,0,0,0,0,0,0
2024,Açores,"São Roque do Pico",Prainha,539,2,16,263,276,118,85,21,7,5,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0
2024,Açores,"São Roque do Pico","Santa Luzia",492,0,10,219,273,97,65,31,4,2,1,5,3,0,0,0,0,1,0,0,0,0,0,0,0
2024,Açores,"São Roque do Pico","Santo Amaro",275,2,10,173,102,75,62,10,2,4,2,3,2,0,0,0,0,1,0,0,0,0,0,0,0
2024,Açores,"São Roque do Pico","Santo António",725,1,11,370,355,129,134,59,8,10,2,4,7,2,1,0,1,1,0,0,0,0,0,0,0
2024,Açores,"São Roque do Pico","São Roque do Pico",1270,7,19,647,623,320,162,64,24,11,10,17,8,4,0,0,0,1,0,0,0,0,0,0,0
2024,Açores,Velas,"Manadas (Santa Bárbara)",354,1,7,159,195,89,33,15,3,1,2,1,2,2,0,3,0,0,0,0,0,0,0,0,0
2024,Açores,Velas,"Norte Grande (Neves)",537,0,6,273,264,155,66,26,2,3,4,2,0,8,0,1,0,0,0,0,0,0,0,0,0
2024,Açores,Velas,Rosais,696,4,11,322,374,165,83,30,9,4,6,2,1,6,1,0,0,0,0,0,0,0,0,0,0
2024,Açores,Velas,"Santo Amaro",833,4,9,432,401,210,123,51,11,4,2,5,3,9,1,0,0,0,0,0,0,0,0,0,0
2024,Açores,Velas,"Urzelina (São Mateus)",840,1,9,455,385,233,100,55,9,12,6,8,6,11,0,0,1,4,0,0,0,0,0,0,0
2024,Açores,Velas,"Velas (São Jorge)",1732,9,25,875,857,378,297,76,28,19,9,10,9,13,0,0,1,1,0,0,0,0,0,0,0
2024,Açores,"Vila da Praia da Vitória",Agualva,1293,5,15,641,652,270,249,58,9,17,5,8,4,1,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Vila da Praia da Vitória",Biscoitos,1528,7,23,636,892,279,172,99,11,13,7,7,6,11,1,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Vila da Praia da Vitória","Cabo da Praia",678,3,8,372,306,154,110,69,5,6,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Vila da Praia da Vitória","Fonte do Bastardo",1168,4,15,546,622,270,134,68,14,20,3,4,7,6,0,0,0,1,0,0,0,0,0,0,0
2024,Açores,"Vila da Praia da Vitória",Fontinhas,1453,7,33,744,709,362,210,77,14,21,6,4,3,2,0,0,3,2,0,0,0,0,0,0,0
2024,Açores,"Vila da Praia da Vitória",Lajes,3119,16,54,1417,1702,560,446,228,32,25,12,14,12,14,1,1,2,0,0,0,0,0,0,0,0
2024,Açores,"Vila da Praia da Vitória","Porto Martins",1142,2,18,600,542,308,147,51,21,15,9,10,11,5,0,1,1,1,0,0,0,0,0,0,0
2024,Açores,"Vila da Praia da Vitória","Praia da Vitória (Santa Cruz)",6328,25,78,2632,3696,962,856,400,88,90,23,54,23,24,3,2,4,0,0,0,0,0,0,0,0
2024,Açores,"Vila da Praia da Vitória","Quatro Ribeiras",368,0,5,201,167,81,75,23,6,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Vila da Praia da Vitória","São Brás",1002,0,10,481,521,185,153,86,8,18,4,4,5,7,1,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Vila da Praia da Vitória","Vila Nova",1578,4,18,754,824,295,278,100,15,23,3,6,4,6,0,0,1,1,0,0,0,0,0,0,0
2024,Açores,"Vila do Porto",Almagreira,570,3,7,238,332,90,68,41,11,8,1,3,2,3,0,0,1,0,0,0,0,0,0,0,0
2024,Açores,"Vila do Porto","Santa Bárbara",433,1,12,167,266,59,58,18,8,3,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0
2024,Açores,"Vila do Porto","Santo Espírito",632,1,12,229,403,87,77,32,11,2,0,1,3,2,0,1,0,0,0,0,0,0,0,0,0
2024,Açores,"Vila do Porto","São Pedro",711,3,17,296,415,98,99,33,27,5,0,4,4,5,0,1,0,0,0,0,0,0,0,0,0
2024,Açores,"Vila do Porto","Vila do Porto",2857,12,46,1301,1556,438,450,156,60,47,13,43,13,17,1,2,0,3,0,0,0,0,0,0,0
2024,Açores,"Vila Franca do Campo","Água de Alto",1603,3,7,656,947,214,216,150,15,22,6,10,9,3,0,1,0,0,0,0,0,0,0,0,0
2024,Açores,"Vila Franca do Campo","Ponta Garça",3108,22,18,1257,1851,478,298,335,31,14,11,9,26,9,0,0,2,4,0,0,0,0,0,0,0
2024,Açores,"Vila Franca do Campo","Ribeira das Tainhas",627,5,8,313,314,91,128,48,4,6,1,6,10,2,0,0,3,1,0,0,0,0,0,0,0
2024,Açores,"Vila Franca do Campo","Ribeira Seca",1031,2,5,459,572,182,103,118,16,9,5,8,6,2,0,1,1,1,0,0,0,0,0,0,0
2024,Açores,"Vila Franca do Campo","Vila Franca do Campo (São Miguel)",2697,10,17,958,1739,359,253,225,31,20,9,10,15,8,0,1,0,0,0,0,0,0,0,0,0
2024,Açores,"Vila Franca do Campo","Vila Franca do Campo (São Pedro)",1465,8,8,631,834,249,163,145,12,13,4,8,15,1,2,0,1,2,0,0,0,0,0,0,0
2024,Aveiro,Águeda,"Aguada de Cima",3635,25,34,2248,1387,805,540,542,80,83,41,43,13,16,2,1,0,9,6,6,2,0,0,0,0
2024,Aveiro,Águeda,"União das freguesias de Águeda e Borralha",11835,81,125,7652,4183,2670,2226,1330,280,401,132,150,80,111,7,2,0,20,16,18,3,0,0,0,0
2024,Aveiro,Águeda,"União das freguesias de Barrô e Aguada de Baixo",2880,21,31,1806,1074,718,461,344,48,76,36,24,23,5,1,2,0,6,7,1,2,0,0,0,0
2024,Aveiro,Águeda,"União das freguesias de Belazaima do Chão, Castanheira do Vouga e Agadão",1326,11,27,937,389,369,229,217,15,27,16,8,5,6,1,0,0,3,0,3,0,0,0,0,0
2024,Aveiro,Águeda,Fermentelos,2825,19,29,1885,940,1005,221,365,43,87,35,28,22,14,3,0,0,5,2,7,0,0,0,0,0
2024,Aveiro,Águeda,"Macinhata do Vouga",3031,17,24,1758,1273,532,544,389,63,55,31,21,30,31,3,1,0,4,8,4,1,0,0,0,0
2024,Aveiro,Águeda,"União das freguesias do Préstimo e Macieira de Alcoba",748,1,6,454,294,170,129,97,14,14,7,9,3,3,0,0,0,1,0,0,0,0,0,0,0
2024,Aveiro,Águeda,"União das freguesias de Recardães e Espinhel",5362,42,81,3677,1685,1170,1146,678,136,187,49,44,60,43,12,3,0,6,10,9,1,0,0,0,0
2024,Aveiro,Águeda,"União das freguesias de Travassô e Óis da Ribeira",2004,24,38,1462,542,494,413,249,71,79,21,23,11,14,1,4,0,10,2,8,0,0,0,0,0
2024,Aveiro,Águeda,"União das freguesias de Trofa, Segadães e Lamas do Vouga",4032,25,49,2724,1308,881,800,520,98,122,29,56,39,67,3,3,0,12,8,11,1,0,0,0,0
2024,Aveiro,Águeda,"Valongo do Vouga",4258,31,65,2694,1564,813,861,554,67,116,43,35,36,48,0,1,0,9,6,8,1,0,0,0,0
2024,Aveiro,Albergaria-a-Velha,"Albergaria-a-Velha e Valmaior",9744,74,104,6197,3547,2318,1353,1326,216,300,109,134,116,70,13,1,0,34,12,15,2,0,0,0,0
2024,Aveiro,Albergaria-a-Velha,Alquerubim,2040,19,28,1327,713,468,378,271,39,40,26,18,13,7,2,1,0,9,2,4,2,0,0,0,0
2024,Aveiro,Albergaria-a-Velha,Angeja,1770,18,23,1176,594,346,358,256,38,43,23,22,15,16,0,0,0,7,1,10,0,0,0,0,0
2024,Aveiro,Albergaria-a-Velha,Branca,4985,33,54,3237,1748,1284,698,706,81,126,71,65,46,33,3,6,0,9,8,12,2,0,0,0,0
2024,Aveiro,Albergaria-a-Velha,"Ribeira de Fráguas",1402,6,19,958,444,422,224,174,30,22,14,20,10,7,0,0,0,7,1,0,2,0,0,0,0
2024,Aveiro,Albergaria-a-Velha,"São João de Loure e Frossos",2508,25,21,1667,841,595,403,384,61,64,31,29,22,16,2,0,0,11,2,1,0,0,0,0,0
2024,Aveiro,Anadia,"União das freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",2413,16,26,1570,843,706,300,325,40,55,32,23,17,13,2,0,0,8,7,0,0,0,0,0,0
2024,Aveiro,Anadia,"União das freguesias de Arcos e Mogofores",5487,24,79,3560,1927,1308,893,577,137,205,44,98,76,73,4,3,0,13,12,12,2,0,0,0,0
2024,Aveiro,Anadia,"Avelãs de Caminho",1050,4,12,644,406,233,176,126,12,26,18,11,10,7,4,1,0,1,1,1,1,0,0,0,0
2024,Aveiro,Anadia,"Avelãs de Cima",1835,6,28,1151,684,584,189,209,16,45,22,13,8,7,3,2,0,8,7,3,1,0,0,0,0
2024,Aveiro,Anadia,Moita,2084,8,32,1352,732,577,310,208,51,58,21,23,26,21,1,0,0,9,2,5,0,0,0,0,0
2024,Aveiro,Anadia,Sangalhos,3506,32,53,2200,1306,797,482,467,104,97,27,38,31,41,2,2,0,14,7,6,0,0,0,0,0
