Ano,Região,Concelho,Freguesia,"Eleitores Registrados","Votos Nulos","Votos em Branco","Votos Válidos",Abstenção,PPD/PSD.CDS-PP.PPM,PS,CH,B.E.,IL,ADN,L,PAN,PCP-PEV,VP,E,JPP,R.I.R.,ND,PCTP/MRPP,MPT.A,NC,PTP,PPD/PSD.CDS-PP,PPM
2024,Faro,Loulé,Quarteira,20534,132,129,11044,9490,3128,2185,3313,469,548,295,222,299,202,21,10,18,30,43,0,0,0,0,0,0
2024,Faro,Loulé,"União de freguesias de Querença, Tôr e Benafim",2095,14,21,1290,805,297,371,328,54,42,46,26,23,36,5,6,4,10,7,0,0,0,0,0,0
2024,Faro,Loulé,Salir,2202,16,30,1265,937,329,362,261,71,46,43,19,29,33,0,5,4,9,8,0,0,0,0,0,0
2024,Faro,Monchique,Alferce,269,6,4,177,92,49,70,17,11,5,3,1,4,5,2,0,0,0,0,0,0,0,0,0,0
2024,Faro,Monchique,Marmelete,535,5,9,350,185,116,123,51,7,9,5,4,5,12,1,0,0,2,1,0,0,0,0,0,0
2024,Faro,Monchique,Monchique,3512,41,56,2455,1057,601,831,435,133,62,39,62,48,108,8,4,7,12,8,0,0,0,0,0,0
2024,Faro,Olhão,"União das freguesias de Moncarapacho e Fuseta",7568,59,76,4723,2845,964,1271,1356,276,182,99,100,120,129,20,11,10,29,21,0,0,0,0,0,0
2024,Faro,Olhão,Olhão,12435,100,101,7042,5393,1209,2022,2003,455,302,108,188,231,215,15,15,21,41,16,0,0,0,0,0,0
2024,Faro,Olhão,Pechão,2997,23,37,1948,1049,400,504,512,114,97,54,42,47,76,7,2,4,22,7,0,0,0,0,0,0
2024,Faro,Olhão,Quelfes,14572,97,129,8878,5694,1678,2230,2754,550,389,151,205,281,278,24,13,21,43,35,0,0,0,0,0,0
2024,Faro,Portimão,Alvor,5206,29,35,3520,1686,757,779,1090,214,196,67,108,104,91,12,8,9,12,9,0,0,0,0,0,0
2024,Faro,Portimão,"Mexilhoeira Grande",3364,27,40,2313,1051,353,652,691,168,113,53,35,67,76,5,5,5,16,7,0,0,0,0,0,0
2024,Faro,Portimão,Portimão,41609,265,322,25958,15651,5722,5895,7924,1557,1297,560,784,688,634,50,32,55,88,85,0,0,0,0,0,0
2024,Faro,"São Brás de Alportel","São Brás de Alportel",9320,57,113,5753,3567,1383,1492,1410,330,257,143,177,156,132,17,10,18,30,28,0,0,0,0,0,0
2024,Faro,Silves,"União das freguesias de Alcantarilha e Pêra",3995,24,39,2522,1473,524,591,801,134,89,50,49,67,119,7,3,8,9,8,0,0,0,0,0,0
2024,Faro,Silves,"União das freguesias de Algoz e Tunes",5280,67,46,3529,1751,645,713,1274,216,157,52,90,94,117,12,11,4,19,12,0,0,0,0,0,0
2024,Faro,Silves,"Armação de Pêra",4904,25,35,2756,2148,699,599,809,155,92,69,62,81,83,9,6,9,15,8,0,0,0,0,0,0
2024,Faro,Silves,"São Bartolomeu de Messines",6704,58,67,4201,2503,761,1083,1224,209,135,97,83,90,310,11,9,16,30,18,0,0,0,0,0,0
2024,Faro,Silves,"São Marcos da Serra",903,8,18,565,338,96,157,144,30,7,20,10,10,52,2,3,1,3,4,0,0,0,0,0,0
2024,Faro,Silves,Silves,8873,68,85,5766,3107,1021,1474,1544,350,273,107,149,131,472,21,13,21,20,17,0,0,0,0,0,0
2024,Faro,Tavira,Cachopo,454,8,2,247,207,80,94,30,5,1,12,1,1,10,1,0,0,2,0,0,0,0,0,0,0
2024,Faro,Tavira,"União das freguesias de Conceição e Cabanas de Tavira",2538,19,22,1600,938,355,447,388,115,55,27,57,45,40,7,2,6,8,7,0,0,0,0,0,0
2024,Faro,Tavira,"União das freguesias de Luz de Tavira e Santo Estêvão",3569,42,47,2257,1312,467,683,540,125,76,64,42,52,54,4,5,8,30,18,0,0,0,0,0,0
2024,Faro,Tavira,"Santa Catarina da Fonte do Bispo",1269,12,24,814,455,185,283,147,36,31,32,21,16,17,0,0,2,3,5,0,0,0,0,0,0
2024,Faro,Tavira,"Santa Luzia",1248,8,5,825,423,155,276,191,59,27,15,19,23,32,1,3,1,7,3,0,0,0,0,0,0
2024,Faro,Tavira,"União das freguesias de Tavira (Santa Maria e Santiago)",12241,81,122,7905,4336,2004,2172,1791,504,325,197,233,168,191,14,8,23,39,33,0,0,0,0,0,0
2024,Faro,"Vila do Bispo","Barão de São Miguel",268,4,11,202,66,23,69,43,21,3,5,7,5,8,2,0,0,0,1,0,0,0,0,0,0
2024,Faro,"Vila do Bispo",Budens,1050,5,10,694,356,150,203,167,49,29,10,18,15,25,2,3,2,4,2,0,0,0,0,0,0
2024,Faro,"Vila do Bispo",Sagres,1515,11,12,939,576,206,270,217,60,37,18,23,34,35,2,0,6,3,5,0,0,0,0,0,0
2024,Faro,"Vila do Bispo","Vila do Bispo e Raposeira",1011,7,9,669,342,167,175,139,61,20,18,11,25,24,1,0,0,6,6,0,0,0,0,0,0
2024,Faro,"Vila Real de Santo António","Monte Gordo",3212,20,15,1748,1464,275,513,588,79,31,34,36,22,115,1,0,1,12,6,0,0,0,0,0,0
2024,Faro,"Vila Real de Santo António","Vila Nova de Cacela",3364,31,29,2078,1286,437,631,525,112,63,48,45,48,74,4,0,8,20,3,0,0,0,0,0,0
2024,Faro,"Vila Real de Santo António","Vila Real de Santo António",10305,72,97,6103,4202,1038,1909,1596,359,160,99,116,177,409,4,8,19,28,12,0,0,0,0,0,0
2024,Guarda,"Aguiar da Beira","União das freguesias de Aguiar da Beira e Coruche",1792,10,12,965,827,400,241,177,20,41,32,10,6,4,1,1,0,1,9,0,0,0,0,0,0
2024,Guarda,"Aguiar da Beira",Carapito,403,9,3,277,126,126,82,39,1,3,5,3,4,1,0,1,0,0,0,0,0,0,0,0,0
2024,Guarda,"Aguiar da Beira",Cortiçada,405,5,3,215,190,93,73,21,1,2,12,0,2,1,0,0,0,1,1,0,0,0,0,0,0
2024,Guarda,"Aguiar da Beira",Dornelas,650,2,8,385,265,191,78,64,2,9,17,2,4,5,0,0,0,1,2,0,0,0,0,0,0
2024,Guarda,"Aguiar da Beira",Eirado,218,1,6,144,74,46,51,30,1,2,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0
2024,Guarda,"Aguiar da Beira",Forninhos,221,0,0,125,96,58,35,21,2,2,1,2,0,0,0,1,0,1,2,0,0,0,0,0,0
2024,Guarda,"Aguiar da Beira","Pena Verde",754,9,8,444,310,244,53,79,4,9,23,0,7,1,0,2,0,0,5,0,0,0,0,0,0
2024,Guarda,"Aguiar da Beira",Pinheiro,298,1,1,150,148,51,53,26,2,9,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,"Aguiar da Beira","União das freguesias de Sequeiros e Gradiz",450,4,1,262,188,138,53,39,3,10,10,0,0,1,2,0,0,1,0,0,0,0,0,0,0
2024,Guarda,"Aguiar da Beira","União das freguesias de Souto de Aguiar da Beira e Valverde",496,2,1,282,214,155,56,35,3,8,15,0,3,2,0,0,0,0,1,0,1,0,0,0,0
2024,Guarda,Almeida,Almeida,1069,9,6,680,389,229,238,106,20,9,19,6,3,33,1,1,0,0,0,0,0,0,0,0,0
2024,Guarda,Almeida,"União das freguesias de Amoreira, Parada e Cabreira",294,3,2,189,105,83,55,33,0,3,5,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2024,Guarda,Almeida,"União das freguesias de Azinhal, Peva e Valverde",235,1,3,133,102,43,34,28,0,11,7,0,0,4,0,0,0,0,2,0,0,0,0,0,0
2024,Guarda,Almeida,"Castelo Bom",142,2,0,94,48,28,34,24,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2024,Guarda,Almeida,"União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela",275,3,3,132,143,50,39,27,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,Almeida,Freineda,195,2,0,106,89,45,36,12,1,1,5,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2024,Guarda,Almeida,Freixo,178,1,4,109,69,41,27,18,5,4,3,3,0,1,0,0,0,2,0,0,0,0,0,0,0
2024,Guarda,Almeida,"União das freguesias de Junça e Naves",218,2,1,101,117,41,29,17,3,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,Almeida,"União das freguesias de Leomil, Mido, Senouras e Aldeia Nova",209,2,3,98,111,37,35,14,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,Almeida,"Malhada Sorda",344,9,1,134,210,50,17,40,4,3,3,2,1,2,0,0,0,0,2,0,0,0,0,0,0
2024,Guarda,Almeida,"União das freguesias de Malpartida e Vale de Coelha",224,0,1,107,117,25,46,18,3,0,3,1,0,8,0,1,0,0,1,0,0,0,0,0,0
2024,Guarda,Almeida,"União das freguesias de Miuzela e Porto de Ovelha",366,2,5,176,190,46,67,26,7,8,7,2,3,2,0,0,0,0,0,0,1,0,0,0,0
2024,Guarda,Almeida,"Nave de Haver",414,2,4,162,252,63,49,28,3,6,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2024,Guarda,Almeida,"São Pedro de Rio Seco",172,2,1,83,89,28,24,16,5,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,Almeida,"Vale da Mula",193,2,3,92,101,18,33,25,2,0,3,0,0,5,0,0,0,0,1,0,0,0,0,0,0
2024,Guarda,Almeida,"Vilar Formoso",1844,16,12,1119,725,370,361,238,25,31,34,11,4,6,1,2,0,3,3,0,2,0,0,0,0
2024,Guarda,"Celorico da Beira","União das freguesias de Açores e Velosa",482,4,7,244,238,70,48,78,4,7,12,1,2,4,0,3,0,3,1,0,0,0,0,0,0
2024,Guarda,"Celorico da Beira",Baraçal,238,4,0,120,118,32,31,43,1,2,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,"Celorico da Beira",Carrapichana,219,2,1,114,105,43,40,20,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,"Celorico da Beira","Casas do Soeiro",480,6,1,302,178,125,100,39,9,2,3,4,6,3,0,1,0,1,1,0,1,0,0,0,0
2024,Guarda,"Celorico da Beira","União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais",385,0,1,212,173,66,92,33,6,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,"Celorico da Beira","Forno Telheiro",618,5,3,357,261,153,88,69,6,3,15,1,5,4,0,1,0,3,1,0,0,0,0,0,0
2024,Guarda,"Celorico da Beira","Lajeosa do Mondego",624,6,3,408,216,115,155,85,10,7,14,2,0,7,0,1,0,2,1,0,0,0,0,0,0
2024,Guarda,"Celorico da Beira",Linhares,239,4,4,122,117,51,26,21,0,5,7,2,1,0,0,1,0,0,0,0,0,0,0,0,0
2024,Guarda,"Celorico da Beira","Maçal do Chão",179,1,1,91,88,37,26,20,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,"Celorico da Beira",Mesquitela,243,2,0,127,116,49,25,38,0,0,5,2,0,1,0,2,0,0,2,0,1,0,0,0,0
2024,Guarda,"Celorico da Beira",Minhocal,156,1,3,89,67,41,24,13,2,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0
2024,Guarda,"Celorico da Beira",Prados,199,1,1,79,120,27,19,22,1,1,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2024,Guarda,"Celorico da Beira","União das freguesias de Rapa e Cadafaz",264,2,1,152,112,71,46,15,3,0,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,"Celorico da Beira",Ratoeira,243,0,1,128,115,57,45,17,1,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0
2024,Guarda,"Celorico da Beira","União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego",2135,18,23,1192,943,459,334,236,24,12,28,19,14,13,2,2,0,5,3,0,0,0,0,0,0
2024,Guarda,"Celorico da Beira","Vale de Azares",366,1,1,208,158,66,73,50,1,3,7,0,5,1,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,"Figueira de Castelo Rodrigo","União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo",381,1,0,243,138,119,59,46,3,0,9,2,1,1,0,0,0,0,2,0,0,0,0,0,0
2024,Guarda,"Figueira de Castelo Rodrigo","União das freguesias de Almofala e Escarigo",238,3,2,111,127,59,22,15,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,"Figueira de Castelo Rodrigo","Castelo Rodrigo",265,1,1,172,93,70,56,29,5,1,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0
2024,Guarda,"Figueira de Castelo Rodrigo","União das freguesias de Cinco Vilas e Reigada",321,0,2,191,130,88,41,46,2,4,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0
2024,Guarda,"Figueira de Castelo Rodrigo","União das freguesias do Colmeal e Vilar Torpim",224,3,3,124,100,45,30,36,0,0,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0
2024,Guarda,"Figueira de Castelo Rodrigo",Escalhão,617,4,3,346,271,111,144,57,4,2,9,2,1,5,0,2,0,2,0,0,0,0,0,0,0
2024,Guarda,"Figueira de Castelo Rodrigo","Figueira de Castelo Rodrigo",2044,17,8,1256,788,469,428,206,30,23,30,20,6,9,0,2,0,2,6,0,0,0,0,0,0
2024,Guarda,"Figueira de Castelo Rodrigo","União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia",431,2,1,264,167,101,96,51,2,1,6,0,0,2,0,1,0,0,1,0,0,0,0,0,0
2024,Guarda,"Figueira de Castelo Rodrigo","Mata de Lobos",318,2,1,179,139,81,52,33,2,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0
2024,Guarda,"Figueira de Castelo Rodrigo",Vermiosa,353,4,0,152,201,45,35,58,0,0,2,2,0,3,0,1,0,1,1,0,0,0,0,0,0
2024,Guarda,"Fornos de Algodres",Algodres,290,0,0,187,103,58,74,36,5,2,7,2,2,0,0,1,0,0,0,0,0,0,0,0,0
2024,Guarda,"Fornos de Algodres","Casal Vasco",191,2,1,120,71,50,39,21,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,"Fornos de Algodres","União das freguesias de Cortiçô e Vila Chã",167,0,1,114,53,32,52,17,1,2,2,0,0,2,0,0,0,4,0,0,1,0,0,0,0
2024,Guarda,"Fornos de Algodres","Figueiró da Granja",346,1,2,232,114,78,73,59,1,2,6,3,1,2,0,2,0,1,1,0,0,0,0,0,0
2024,Guarda,"Fornos de Algodres","Fornos de Algodres",1278,12,10,934,344,284,379,160,22,14,18,11,7,7,1,4,0,5,0,0,0,0,0,0,0
2024,Guarda,"Fornos de Algodres",Infias,239,1,1,177,62,60,67,36,1,3,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0
2024,Guarda,"Fornos de Algodres","União das freguesias de Juncais, Vila Ruiva e Vila Soeiro do Chão",584,6,7,353,231,145,104,52,9,3,10,4,2,4,0,1,0,3,2,0,1,0,0,0,0
2024,Guarda,"Fornos de Algodres",Maceira,213,0,0,136,77,56,43,18,4,2,8,1,1,1,0,0,0,2,0,0,0,0,0,0,0
2024,Guarda,"Fornos de Algodres",Matança,189,3,1,96,93,50,26,13,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,"Fornos de Algodres",Muxagata,244,2,2,143,101,48,57,24,1,3,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0
2024,Guarda,"Fornos de Algodres",Queiriz,236,6,2,137,99,57,32,29,3,1,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2024,Guarda,"Fornos de Algodres","União das freguesias de Sobral Pichorro e Fuinhas",238,0,2,151,87,55,53,21,3,3,8,0,1,4,0,0,0,0,1,0,0,0,0,0,0
2024,Guarda,Gouveia,"União das freguesias de Aldeias e Mangualde da Serra",413,2,5,279,134,95,94,51,5,7,9,1,5,3,0,1,0,0,1,0,0,0,0,0,0
2024,Guarda,Gouveia,Arcozelo,558,4,9,357,201,92,144,52,16,5,8,7,9,5,3,0,0,3,0,0,0,0,0,0,0
2024,Guarda,Gouveia,Cativelos,686,3,8,340,346,131,111,46,6,4,15,3,9,1,1,1,0,0,1,0,0,0,0,0,0
2024,Guarda,Gouveia,"União das freguesias de Figueiró da Serra e Freixo da Serra",354,8,2,203,151,91,50,30,3,2,11,1,2,1,0,1,0,0,1,0,0,0,0,0,0
2024,Guarda,Gouveia,Folgosinho,413,3,5,194,219,53,82,21,8,5,8,3,1,2,1,1,0,1,0,0,0,0,0,0,0
2024,Guarda,Gouveia,Gouveia,3017,19,27,1771,1246,551,707,247,42,33,31,30,22,49,0,5,0,3,5,0,0,0,0,0,0
2024,Guarda,Gouveia,"União das freguesias de Melo e Nabais",775,6,3,436,339,146,155,84,13,3,10,3,4,5,0,1,0,2,1,0,0,0,0,0,0
2024,Guarda,Gouveia,"União das freguesias de Moimenta da Serra e Vinhó",968,9,5,585,383,178,236,86,24,6,9,10,6,9,0,1,0,3,2,0,1,0,0,0,0
2024,Guarda,Gouveia,Nespereira,653,5,2,413,240,138,156,56,12,8,7,10,3,13,0,0,0,1,0,0,2,0,0,0,0
2024,Guarda,Gouveia,"Paços da Serra",494,3,9,318,176,111,97,55,9,5,8,7,4,8,0,0,0,1,1,0,0,0,0,0,0
2024,Guarda,Gouveia,Ribamondego,255,0,3,123,132,43,36,32,3,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2024,Guarda,Gouveia,"União das freguesias de Rio Torto e Lagarinhos",722,3,6,444,278,203,109,69,11,8,13,11,6,0,0,1,0,2,2,0,0,0,0,0,0
2024,Guarda,Gouveia,"São Paio",716,5,6,362,354,84,140,82,15,2,7,2,4,7,1,2,0,2,3,0,0,0,0,0,0
2024,Guarda,Gouveia,"Vila Cortês da Serra",214,0,5,103,111,21,41,26,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,Gouveia,"Vila Franca da Serra",236,4,7,151,85,33,56,36,4,2,5,2,0,1,0,1,0,0,0,0,0,0,0,0,0
2024,Guarda,Gouveia,"Vila Nova de Tazem",1493,12,23,832,661,396,168,135,24,12,17,16,11,3,2,4,0,5,3,0,1,0,0,0,0
2024,Guarda,Guarda,Adão,293,5,4,162,131,66,42,23,2,1,8,5,2,2,0,0,0,1,1,0,0,0,0,0,0
2024,Guarda,Guarda,"Aldeia do Bispo",188,13,2,151,37,40,57,21,3,2,3,2,2,5,0,0,0,0,1,0,0,0,0,0,0
2024,Guarda,Guarda,"Aldeia Viçosa",307,2,0,191,116,60,81,16,5,5,6,2,1,7,1,1,0,2,1,0,1,0,0,0,0
2024,Guarda,Guarda,Alvendre,187,1,5,114,73,26,44,23,3,1,4,2,2,2,0,0,0,0,0,0,1,0,0,0,0
2024,Guarda,Guarda,Arrifana,497,5,4,341,156,137,80,60,8,16,17,6,0,3,2,0,0,0,3,0,0,0,0,0,0
2024,Guarda,Guarda,"Avelãs da Ribeira",142,1,2,87,55,23,37,13,4,1,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0
2024,Guarda,Guarda,"União de freguesias de Avelãs de Ambom e Rocamondo",154,1,1,98,56,24,47,16,0,1,1,0,2,3,0,0,0,2,0,0,0,0,0,0,0
2024,Guarda,Guarda,Benespera,288,1,0,157,131,36,82,17,5,5,6,0,0,2,0,1,0,1,0,0,1,0,0,0,0
2024,Guarda,Guarda,"Casal de Cinza",498,16,1,347,151,113,101,72,5,13,13,2,3,0,1,0,0,2,3,0,2,0,0,0,0
2024,Guarda,Guarda,Castanheira,330,3,2,192,138,85,41,40,4,8,6,0,1,0,0,0,0,2,0,0,0,0,0,0,0
2024,Guarda,Guarda,Cavadoude,260,7,4,172,88,42,70,33,4,3,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0
2024,Guarda,Guarda,Codesseiro,212,2,1,125,87,31,60,22,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,Guarda,"União de freguesias de Corujeira e Trinta",478,2,2,291,187,80,102,53,13,5,12,6,3,3,0,3,0,4,2,0,1,0,0,0,0
2024,Guarda,Guarda,Faia,167,2,1,112,55,35,42,20,2,5,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0
2024,Guarda,Guarda,Famalicão,455,15,1,260,195,54,100,58,6,3,11,2,0,4,1,3,0,1,1,0,0,0,0,0,0
2024,Guarda,Guarda,"Fernão Joanes",235,2,0,134,101,38,65,14,7,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,Guarda,Gonçalo,956,10,5,585,371,103,284,87,26,10,7,3,2,43,2,0,0,1,2,0,0,0,0,0,0
2024,Guarda,Guarda,"Gonçalo Bocas",206,3,1,148,58,43,46,34,5,2,5,1,3,4,0,1,0,0,0,0,0,0,0,0,0
2024,Guarda,Guarda,Guarda,23044,249,187,16043,7001,5445,4683,3195,609,555,271,339,208,186,20,8,0,38,40,0,10,0,0,0,0
2024,Guarda,Guarda,"Jarmelo São Miguel",274,4,2,195,79,69,60,31,4,6,14,1,2,1,0,0,0,1,0,0,0,0,0,0,0
2024,Guarda,Guarda,"Jarmelo São Pedro",261,5,2,165,96,46,43,45,3,3,9,1,4,0,1,0,0,0,2,0,1,0,0,0,0
2024,Guarda,Guarda,"João Antão",115,1,0,86,29,30,21,21,1,6,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,Guarda,Maçainhas,966,8,7,657,309,150,269,131,18,11,14,13,10,20,2,1,0,1,0,0,2,0,0,0,0
2024,Guarda,Guarda,Marmeleiro,366,7,1,186,180,87,41,37,1,1,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2024,Guarda,Guarda,Meios,171,2,0,103,68,23,54,12,1,4,1,0,1,4,0,0,0,0,0,0,1,0,0,0,0
2024,Guarda,Guarda,"União de freguesias de Mizarela, Pêro Soares e Vila Soeiro",222,2,1,152,70,22,77,32,4,6,2,1,1,0,1,1,0,1,0,0,1,0,0,0,0
2024,Guarda,Guarda,"Panoias de Cima",573,6,8,358,215,105,112,63,13,11,14,9,3,8,0,1,0,0,5,0,0,0,0,0,0
2024,Guarda,Guarda,Pega,187,5,0,78,109,30,16,18,1,2,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2024,Guarda,Guarda,"Pêra do Moço",741,11,8,509,232,169,118,140,17,10,10,6,5,6,0,4,0,4,0,0,1,0,0,0,0
2024,Guarda,Guarda,"Porto da Carne",249,2,1,174,75,63,65,25,4,4,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,Guarda,"União de freguesias de Pousade e Albardo",260,1,1,169,91,49,59,35,4,1,10,1,1,2,0,1,0,3,0,0,1,0,0,0,0
2024,Guarda,Guarda,Ramela,184,0,2,122,62,27,56,28,2,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0
2024,Guarda,Guarda,"União de freguesias de Rochoso e Monte Margarida",248,5,1,125,123,44,41,17,2,0,7,0,3,2,1,0,0,1,1,0,0,0,0,0,0
2024,Guarda,Guarda,"Santana da Azinha",410,4,2,255,155,59,75,80,4,13,10,4,1,1,0,1,0,1,0,0,0,0,0,0,0
2024,Guarda,Guarda,"Sobral da Serra",234,3,2,156,78,42,63,28,5,2,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,Guarda,"Vale de Estrela",342,4,4,240,102,55,106,35,9,4,7,8,3,4,0,0,0,0,0,0,1,0,0,0,0
2024,Guarda,Guarda,Valhelhas,330,3,4,197,133,35,86,36,6,5,6,3,2,8,0,0,0,0,3,0,0,0,0,0,0
2024,Guarda,Guarda,Vela,340,5,2,224,116,53,94,26,11,11,6,7,2,5,0,0,0,1,1,0,0,0,0,0,0
2024,Guarda,Guarda,Videmonte,364,7,3,255,109,101,78,35,6,4,7,2,6,3,1,1,0,1,0,0,0,0,0,0,0
2024,Guarda,Guarda,"Vila Cortês do Mondego",248,1,4,167,81,32,60,54,4,1,3,0,1,5,0,1,0,1,0,0,0,0,0,0,0
2024,Guarda,Guarda,"Vila Fernando",442,5,2,222,220,75,55,52,4,5,10,4,3,3,0,0,0,0,1,0,3,0,0,0,0
2024,Guarda,Guarda,"Vila Franca do Deão",137,2,0,86,51,32,27,12,4,0,4,0,1,1,0,0,0,1,2,0,0,0,0,0,0
2024,Guarda,Guarda,"Vila Garcia",299,2,1,207,92,70,64,39,6,5,6,7,2,4,0,0,0,0,1,0,0,0,0,0,0
2024,Guarda,Manteigas,"Manteigas (Santa Maria)",1268,6,10,784,484,206,307,136,32,20,10,14,6,30,1,1,0,0,4,0,1,0,0,0,0
2024,Guarda,Manteigas,"Manteigas (São Pedro)",1118,8,11,666,452,154,277,106,33,20,11,8,9,20,1,0,0,5,1,0,2,0,0,0,0
2024,Guarda,Manteigas,Sameiro,309,2,0,168,141,42,60,44,9,2,0,5,0,2,0,0,0,1,0,0,1,0,0,0,0
2024,Guarda,Manteigas,"Vale de Amoreira",253,5,2,120,133,37,41,26,5,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,Mêda,Aveloso,198,5,0,111,87,39,34,24,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,Mêda,Barreira,205,1,1,85,120,47,14,14,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2024,Guarda,Mêda,Coriscada,179,0,1,99,80,41,26,17,2,0,9,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2024,Guarda,Mêda,Longroiva,258,4,0,132,126,58,30,18,1,2,9,2,1,2,1,1,0,3,0,0,0,0,0,0,0
2024,Guarda,Mêda,Marialva,264,3,2,123,141,42,43,13,3,2,2,4,2,5,1,0,0,0,0,0,1,0,0,0,0
2024,Guarda,Mêda,"Mêda, Outeiro de Gatos e Fonte Longa",2277,28,12,1395,882,542,446,219,27,25,35,18,14,11,2,2,0,7,5,0,2,0,0,0,0
2024,Guarda,Mêda,"Poço do Canto",405,3,3,229,176,106,49,36,4,5,14,2,1,3,0,0,0,1,2,0,0,0,0,0,0
2024,Guarda,Mêda,"Prova e Casteição",334,3,0,173,161,68,50,32,1,2,8,0,3,4,0,0,0,0,0,0,2,0,0,0,0
2024,Guarda,Mêda,Rabaçal,247,2,4,138,109,71,21,18,0,1,16,0,0,4,0,0,0,0,1,0,0,0,0,0,0
2024,Guarda,Mêda,Ranhados,299,0,0,133,166,57,32,26,0,1,9,2,0,2,0,0,0,4,0,0,0,0,0,0,0
2024,Guarda,Mêda,"União das freguesias de Vale Flor, Carvalhal e Pai Penela",320,3,3,140,180,57,28,27,4,3,9,1,0,1,1,0,0,1,2,0,0,0,0,0,0
2024,Guarda,Pinhel,"Agregação das freguesias Sul de Pinhel",379,6,7,219,160,87,42,43,4,6,8,5,3,5,0,1,0,1,1,0,0,0,0,0,0
2024,Guarda,Pinhel,"Alto do Palurdo",242,2,4,134,108,59,44,12,4,1,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0
2024,Guarda,Pinhel,"Alverca da Beira/Bouça Cova",458,3,1,230,228,48,95,52,0,7,11,2,3,0,0,2,0,5,1,0,0,0,0,0,0
2024,Guarda,Pinhel,"União das freguesias de Atalaia e Safurdão",199,2,3,131,68,58,38,19,7,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2024,Guarda,Pinhel,Ervedosa,147,2,2,87,60,49,17,9,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2024,Guarda,Pinhel,Freixedas,809,8,2,393,416,167,88,83,8,11,9,6,4,4,0,1,0,1,1,0,0,0,0,0,0
